"Result","match_number","season","gender","team_code","opponent_code","winner_code","toss_winner_code","team_score","team_wickets","win_by_runs","win_by_wickets","days_from_start","choose_to_bat","home_advantage","venue_city_code","avg_win_rate","avg_score","avg_wickets_out","last_match_result"
1,-0.0645386911246638,0.100365631932749,-0.0554035564867054,-0.0881634299818462,0.0219426408569615,-0.0753127226783996,0.0826606896712019,0.411275398326902,-0.364425348483481,0.662001759630497,-0.891135500599694,-0.0795662015627269,-0.135265460007319,0.094945113043089,-0.123338611481945,0.0527095097511537,0.00200702924298184,-0.251034296455114,0.0304138278584088
-0.0645386911246638,1,-0.187964301164866,0.0747453186919757,0.065417911765794,-0.0555838608385296,-0.00506843849112986,-0.0639185690035548,-0.106359741085235,0.1287197322947,0.0534424257217305,-0.0216856715424118,0.953436897985097,0.0492394494991966,0.0465499226650161,0.0364592809397049,0.0713410394803817,-0.06891522638212,-0.0777826654407057,0.113836566896997
0.100365631932749,-0.187964301164866,1,0.075826540337863,-0.114909920925406,0.117121627662832,-0.0691142775455201,0.141718382997678,0.157373740214831,-0.030553623022014,0.0432881162526363,-0.0649444164289576,-0.178055747504084,-0.0270220928367482,0.0542782456065774,-0.022757275740636,-0.146456850750238,0.0528538477264841,-0.0221624076493156,-0.15
-0.0554035564867054,0.0747453186919757,0.075826540337863,1,-0.125749216357638,0.128169550361912,-0.0562594122745882,0.0320868587449197,0.451301212765207,-0.0323936702791449,0.123695039595555,-0.042489067187155,0.109262355706746,0.0398938705893588,-0.0667454069937939,-0.00455559848548787,-0.0159413671853577,0.747442708686765,0.18565922189533,0.00606612322702894
-0.0881634299818462,0.065417911765794,-0.114909920925406,-0.125749216357638,1,-0.183902064331956,0.350840900032579,0.111062664614468,-0.212039507883012,0.0327873171204721,-0.128214930547224,0.156334066845235,0.032431902835276,-0.0961353926167528,0.107159471188203,0.2512178643438,0.140913996459224,-0.0723745361890647,-0.2825497942611,0.0245779553090451
0.0219426408569615,-0.0555838608385296,0.117121627662832,0.128169550361912,-0.183902064331956,1,0.388516240777037,0.737376068696033,0.0611425017934016,0.0478192301262227,0.0255243746223511,-0.0113038093277675,-0.0665387900767871,-0.175808611597028,0.0639348308053745,0.57210411076774,-0.0466030306990634,0.115776492465616,0.0110258522784876,-0.070272976597699
-0.0753127226783996,-0.00506843849112986,-0.0691142775455201,-0.0562594122745882,0.350840900032579,0.388516240777037,1,0.352554970101566,-0.161040542124415,-0.0076901965532718,-0.127023285337969,0.075683245299239,-0.057367690997079,-0.0368686702666213,-0.0198507117864125,0.437477735976491,-0.0409657429152931,-0.0650402797495036,0.00531335801158446,-0.036672881962929
0.0826606896712019,-0.0639185690035548,0.141718382997678,0.0320868587449197,0.111062664614468,0.737376068696033,0.352554970101566,1,0.0664700235044922,-0.091845614609369,0.0818052120243668,-0.0095808820546361,-0.0566131699342655,-0.144604271451577,0.110707414494181,0.47660664769656,-0.049724194343105,0.0630025834090464,-0.0271154054567292,-0.0905694493640336
0.411275398326902,-0.106359741085235,0.157373740214831,0.451301212765207,-0.212039507883012,0.0611425017934016,-0.161040542124415,0.0664700235044922,1,-0.564558065273871,0.477122581584618,-0.41963334510739,-0.0759780515817409,-0.0511005806290901,0.0427372358904424,-0.13092665744008,-0.0457415177998915,0.27861141753957,-0.0363569128255636,-0.0678698366719439
-0.364425348483481,0.1287197322947,-0.030553623022014,-0.0323936702791449,0.0327873171204721,0.0478192301262227,-0.0076901965532718,-0.091845614609369,-0.564558065273871,1,-0.324256739205213,0.32033511276237,0.120620572997994,0.0514638235561919,-0.0656339151751652,0.054011555226282,-0.0828117852983435,0.140343567467803,0.108567343948266,0.07355501838633
